seconds,force (gF),temp (C),motor (%),accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2),gyro_thx (deg/sec),gyro_thy (deg/sec),gyro_thz (deg/sec)
0,44.9997143625,8.39391313415398,39,-1.9960083007812501,5.947949218750001,-8.4637451171875,79.6173095703125,-6.31256103515625,-24.86572265625
0.08333333333333333,40.71737025,8.377024996194603,39,-1.45887451171875,5.017834472656251,-8.640795898437501,30.9112548828125,-12.35809326171875,-3.7811279296875
0.16666666666666666,40.15575134999999,8.405193366122498,39,-1.677197265625,5.2158203125,-8.844165039062501,11.9415283203125,12.52899169921875,-6.9854736328125
0.25,40.15575134999999,8.405193366122498,39,-1.6281494140625001,4.949047851562501,-8.74906005859375,-64.4287109375,-33.9874267578125,-3.64227294921875
0.3333333333333333,53.16658919999999,8.405193366122498,39,-2.2053588867187504,5.385693359375001,-8.003771972656251,-82.9071044921875,9.5916748046875,12.945556640625
0.4166666666666667,57.214925437499986,8.405193366122498,39,-1.4600708007812502,5.98802490234375,-7.856628417968751,-71.6705322265625,-7.35931396484375,13.4368896484375
0.5,56.7469096875,8.416490807332044,39,-1.7687133789062501,7.249511718750001,-6.11961669921875,-57.53936767578125,12.261962890625,2.95867919921875
0.5833333333333334,55.15565613749999,8.416490807332044,39,-1.9122680664062501,7.003674316406251,-4.498046875,-35.760498046875,-4.8919677734375,-4.62493896484375
0.6666666666666666,49.750074224999985,8.416490807332044,39,-0.8469726562500001,6.429455566406251,-5.7140747070312505,36.47613525390625,-3.15093994140625,-2.14691162109375
0.75,46.122952162499985,8.444809873179798,39,-0.7512695312500001,5.6602416992187505,-6.5873657226562505,75.0244140625,9.77325439453125,-6.793212890625
0.8333333333333334,47.5738009875,8.433469293916174,39,-1.3464233398437502,5.4568725585937505,-8.40692138671875,119.54345703125,8.4381103515625,-18.157958984375
0.9166666666666666,45.1401190875,8.444809873179798,39,-1.6478881835937502,5.2911865234375,-8.6671142578125,60.95733642578125,3.9306640625,-21.50115966796875
1,40.45996158749999,8.450486649153174,39,-1.3673583984375002,5.2648681640625,-8.6994140625,33.3465576171875,16.8548583984375,-3.27911376953125
1.0833333333333333,42.77663955,8.439137422532669,39,-0.29847412109375004,6.0592041015625,-9.78863525390625,2.68096923828125,-1.18560791015625,1.1322021484375
1.1666666666666667,53.283593137500006,8.450486649153174,39,-1.8662109375000002,5.583081054687501,-8.0402587890625,-71.06170654296875,7.16705322265625,-9.81597900390625
1.25,52.370962424999995,8.461853190273676,39,-0.2308837890625,5.1099487304687505,-7.713671875,-79.1046142578125,29.83245849609375,18.6920166015625
1.3333333333333333,57.191524650000005,8.461853190273676,39,-0.019140625,6.26317138671875,-7.138854980468751,-61.77978515625,22.80426025390625,-3.91998291015625
1.4166666666666667,55.69387425,8.461853190273676,39,0.5221801757812501,6.830810546875001,-7.29796142578125,-46.66595458984375,11.82403564453125,10.4461669921875
1.5,55.15565613749999,8.467542962024599,39,-0.32000732421875,6.6262451171875005,-5.22000732421875,-44.5831298828125,-25.32501220703125,-5.94940185546875
1.5833333333333333,53.82181124999999,8.47323707230936,39,-0.24224853515625003,6.99649658203125,-5.624951171875001,15.62652587890625,-2.38189697265625,-2.65960693359375
1.6666666666666667,50.2414907625,8.484638321715709,39,-0.0322998046875,7.1167236328125005,-7.692138671875001,75.2166748046875,0.03204345703125,-3.38592529296875
1.75,52.06675218749999,8.496056964988567,39,-0.18363037109375002,5.376721191406251,-6.489868164062501,54.91180419921875,-18.33953857421875,-16.03240966796875
1.8333333333333333,49.937280525,8.490345467461257,39,0.2141357421875,5.22598876953125,-9.22279052734375,90.6829833984375,-16.28875732421875,-4.229736328125
1.9166666666666667,44.43809546249999,8.496056964988567,39,-1.0748657226562501,5.7003173828125,-8.5714111328125,47.66998291015625,-10.07232666015625,-17.05780029296875
2,43.68927026249999,8.496056964988567,39,-1.04017333984375,5.72125244140625,-8.637805175781251,15.84014892578125,15.32745361328125,4.51812744140625
2.0833333333333335,53.353795500000004,8.501772817615938,39,-0.55029296875,5.18292236328125,-8.100671386718751,-46.185302734375,-0.35247802734375,13.49029541015625
2.1666666666666665,52.6049703,8.51321760145671,39,0.30565185546875,4.74986572265625,-8.2029541015625,-69.67315673828125,-23.03924560546875,22.515869140625
2.25,56.81711205,8.51321760145671,39,-1.01385498046875,5.9048828125,-6.325378417968751,-37.7685546875,-35.79254150390625,0.299072265625
2.3333333333333335,52.464565575,8.496056964988567,39,-0.0490478515625,5.81396484375,-7.3368408203125,14.62249755859375,-40.5242919921875,16.37420654296875
2.4166666666666665,49.937280525,8.5074930286642,39,-1.0012939453125,6.504223632812501,-7.7316162109375,36.66839599609375,-56.00128173828125,6.6864013671875
2.5,47.97161437499999,8.51894653931936,39,-1.916455078125,6.0161376953125005,-7.231567382812501,27.301025390625,-105.28411865234375,-5.8319091796875
2.5833333333333335,49.024649812499995,8.536159576625145,39,-3.1456420898437503,5.45328369140625,-6.81346435546875,37.75787353515625,-130.64117431640625,-15.41290283203125
2.6666666666666665,50.05428446249999,8.536159576625145,39,-3.1671752929687504,4.4071289062500005,-7.9206298828125,24.8870849609375,-85.8123779296875,-5.682373046875
