seconds,force (gF),temp (C),motor (%),accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2),gyro_thx (deg/sec),gyro_thy (deg/sec),gyro_thz (deg/sec)
0,6.786228374999997,4.273434227511925,30,8.117419433593751,1.1011840820312502,-5.2732421875,4.52880859375,-2.76641845703125,-3.375244140625
0.08333333333333333,6.248010262500001,4.285933481113852,30,8.027099609375,0.6687255859375001,-5.38150634765625,5.32989501953125,-3.16162109375,-4.00543212890625
0.16666666666666666,4.5163519874999976,4.288439053257864,30,7.8793579101562505,0.6884643554687501,-5.44371337890625,5.05218505859375,-4.34722900390625,-5.24444580078125
0.25,2.854896074999998,4.295967238729795,30,8.332751464843751,0.7004272460937501,-5.2564941406250005,3.21502685546875,-7.85064697265625,-2.30712890625
0.3333333333333333,2.293277175000001,4.3009956011596655,30,8.3560791015625,0.66812744140625,-5.46165771484375,6.23779296875,-6.82525634765625,-4.69970703125
0.4166666666666667,1.965666150000002,4.311075351691349,30,7.8990966796875,0.7548583984375,-5.5645385742187505,6.39801025390625,-2.6702880859375,-5.41534423828125
0.5,1.7784598500000015,4.311075351691349,30,8.08392333984375,0.6136962890625001,-5.212231445312501,4.77447509765625,-1.07879638671875,-3.759765625
0.5833333333333334,1.5678527624999994,4.323718333843868,30,8.018725585937501,0.6914550781250001,-5.61358642578125,9.5703125,-3.70635986328125,-6.39801025390625
0.6666666666666666,1.3104440999999998,4.3262527174884795,30,8.531335449218751,0.5957519531250001,-5.21282958984375,3.51409912109375,-8.21380615234375,-3.21502685546875
0.75,2.0124677249999996,4.323718333843868,30,8.286096191406251,0.6896606445312501,-5.3252807617187505,5.72509765625,-6.93206787109375,-3.51409912109375
0.8333333333333334,2.9016976500000005,4.328789033637538,30,8.181420898437501,0.9151611328125001,-5.36356201171875,5.38330078125,-5.67169189453125,-1.495361328125
0.9166666666666666,3.1123047374999975,4.336409591852636,30,8.35428466796875,0.7584472656250001,-5.02261962890625,3.47137451171875,-6.48345947265625,-2.8839111328125
1,3.8845307250000016,4.336409591852636,30,8.323779296875001,0.681884765625,-5.104565429687501,6.2164306640625,-6.3446044921875,-4.06951904296875
1.0833333333333333,4.9843677374999995,4.3465974807263965,30,8.380603027343751,0.6113037109375,-5.1219116210937505,5.38330078125,-7.049560546875,-2.093505859375
1.1666666666666667,5.194974825000001,4.349149310053776,30,8.338732910156251,0.53533935546875,-5.12669677734375,3.77044677734375,-7.87200927734375,-4.058837890625
1.25,4.890764587499999,4.35937610027635,30,8.14373779296875,0.55567626953125,-5.33245849609375,5.4901123046875,-4.4219970703125,-5.50079345703125
1.3333333333333333,4.352546474999999,4.356816478814073,30,8.18560791015625,0.74468994140625,-5.3175048828125,5.2764892578125,-4.6783447265625,-4.73175048828125
1.4166666666666667,2.9016976500000005,4.361937673487277,30,8.23046875,0.66693115234375,-5.11114501953125,5.2337646484375,-6.15234375,-4.9560546875
1.5,2.5506858375000006,4.367066681109161,30,8.2077392578125,0.45997314453125004,-5.185314941406251,4.49676513671875,-6.15234375,-4.87060546875
1.5833333333333333,1.8720630000000018,4.372203513599246,30,8.19398193359375,0.67530517578125,-5.34442138671875,4.02679443359375,-6.24847412109375,-5.55419921875
1.6666666666666667,1.544451974999998,4.382500700953024,30,8.150317382812501,0.935498046875,-5.559155273437501,5.6396484375,-2.51007080078125,-2.8839111328125
1.75,2.0358685125000013,4.374774867899681,30,7.8703857421875005,0.52337646484375,-5.17454833984375,0.9613037109375,-7.80792236328125,-8.12835693359375
1.8333333333333333,2.223074812500002,4.382500700953024,30,8.667712402343751,0.593359375,-5.1219116210937505,1.025390625,-9.99755859375,-0.3631591796875
1.9166666666666667,2.2698763874999996,4.382500700953024,30,8.013940429687501,0.7913452148437501,-5.3844970703125,3.81317138671875,-7.65838623046875,-9.51690673828125
2,2.246475599999998,4.3876610797467865,30,8.010949707031251,0.6735107421875001,-5.16617431640625,3.45001220703125,-7.77587890625,-6.86798095703125
2.0833333333333335,2.0124677249999996,4.398005467530201,30,8.34710693359375,0.7961303710937501,-5.2576904296875,2.64892578125,-5.79986572265625,-2.520751953125
2.1666666666666665,1.6848567000000012,4.400596496196355,30,8.29447021484375,0.8003173828125001,-5.050732421875001,1.7303466796875,-6.280517578125,-5.55419921875
2.25,1.3572456750000024,4.400596496196355,30,8.1048583984375,0.720166015625,-5.415600585937501,5.1055908203125,-6.4300537109375,-5.65032958984375
2.3333333333333335,1.3104440999999998,4.405784482126461,30,8.26934814453125,0.73511962890625,-5.1572021484375,2.61688232421875,-6.16302490234375,-4.7210693359375
