seconds,force (gF),temp (C),motor (%),accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2),gyro_thx (deg/sec),gyro_thy (deg/sec),gyro_thz (deg/sec)
0,60.420833325,3.7158222886878685,30,-5.9652954101562505,-2.457177734375,8.92371826171875,20.13397216796875,-45.5657958984375,15.84014892578125
0.08333333333333333,60.53783726249999,3.722039589226795,30,-4.386791992187501,-3.3789184570312503,7.611389160156251,-4.62493896484375,19.6533203125,13.74664306640625
0.16666666666666666,60.467634899999986,3.730351469432613,30,-5.35159912109375,-2.222705078125,7.363159179687501,5.126953125,23.89373779296875,-8.10699462890625
0.25,60.374031749999986,3.7407770204187933,30,-5.3246826171875,-1.12750244140625,7.6879516601562505,32.99407958984375,2.10418701171875,-7.476806640625
0.3333333333333333,60.6548412,3.7407770204187933,30,-4.165478515625001,-0.42288818359375,8.0809326171875,64.4073486328125,-37.52288818359375,-3.2257080078125
0.4166666666666667,59.391198675,3.7470514495363045,30,-4.38499755859375,-1.49715576171875,9.051721191406251,5.426025390625,-38.44146728515625,0.65155029296875
0.5,58.9465837125,3.753340242631789,30,-3.2933837890625,-1.2991699218750001,8.3512939453125,2.36053466796875,-30.8685302734375,22.18475341796875
0.5833333333333334,57.9169490625,3.7617477009043236,30,-5.9054809570312505,-1.7477783203125001,8.982934570312501,-13.6077880859375,14.75067138671875,-3.51409912109375
0.6666666666666666,62.38649947499999,3.778639713589452,30,-4.81805419921875,-1.42896728515625,8.28131103515625,44.903564453125,-15.90423583984375,8.5662841796875
0.75,66.55183964999999,3.778639713589452,30,-3.0906127929687504,0.5036376953125,8.3991455078125,37.6617431640625,-19.3115234375,17.816162109375
0.8333333333333334,66.785847525,3.7828788356831966,30,-3.5087158203125,-0.7823730468750001,9.003869628906251,15.43426513671875,-47.45635986328125,-9.23919677734375
0.9166666666666666,65.3115979125,3.7913764914855035,30,-4.0853271484375,-0.11783447265625001,8.5594482421875,8.0963134765625,18.1365966796875,-12.646484375
