seconds,force (gF),temp (C),motor (%),accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2),gyro_thx (deg/sec),gyro_thy (deg/sec),gyro_thz (deg/sec)
0,60.163424662499985,4.874013928245347,30,-1.4187988281250001,6.41868896484375,-7.536621093750001,0.48065185546875,-6.365966796875,-10.88409423828125
0.08333333333333333,61.19305931249998,4.879924164809801,30,0.7363159179687501,4.6810791015625,-7.682568359375001,11.065673828125,11.6424560546875,7.63702392578125
0.16666666666666666,61.68447585,4.8977090298641,30,0.034692382812500006,5.9587158203125,-8.3393310546875,17.1112060546875,15.0604248046875,-22.47314453125
0.25,62.31629711249999,4.909610873856959,30,-0.13996582031250002,5.7350097656250005,-7.781262207031251,-0.128173828125,-21.96044921875,-19.32220458984375
0.3333333333333333,61.9886860875,4.915575417497597,30,-0.20935058593750003,5.621960449218751,-7.5085083007812505,6.06689453125,-2.78778076171875,-2.80914306640625
0.4166666666666667,61.7546782125,4.927531817373592,30,-1.1962890625,6.1046630859375,-7.55875244140625,10.595703125,-4.7637939453125,-9.98687744140625
0.5,61.31006325,4.948543435067813,30,-0.011962890625,5.65306396484375,-7.9924072265625,12.72125244140625,2.91595458984375,-8.074951171875
0.5833333333333334,61.403666400000006,4.963620519964872,30,-0.7405029296875001,5.723645019531251,-7.506713867187501,6.7718505859375,-1.62353515625,-7.16705322265625
0.6666666666666666,61.8482813625,4.966642838347558,30,-1.13587646484375,5.6781860351562505,-8.242431640625,12.6251220703125,-14.825439453125,-15.84014892578125
0.75,62.7141105,4.9787551750755386,30,-1.41700439453125,6.084326171875,-8.03248291015625,4.15496826171875,-30.13153076171875,-12.74261474609375
0.8333333333333334,62.8779160125,4.990904497412506,30,-1.5779052734375,5.6841674804687505,-7.288391113281251,-2.8839111328125,-13.87481689453125,-12.4114990234375
0.9166666666666666,62.22269396249998,5.0091980760795405,30,-1.5300537109375,5.07525634765625,-7.9302001953125005,21.20208740234375,-2.691650390625,2.0294189453125
1,60.818646712499984,5.015314551007682,30,-0.06280517578125,4.7887451171875,-8.32138671875,33.37860107421875,17.65594482421875,31.39190673828125
1.0833333333333333,60.0698215125,5.033720020910402,30,-0.18841552734375,4.54888916015625,-8.082727050781251,27.2796630859375,17.6239013671875,11.2152099609375
1.1666666666666667,59.85921442499998,5.039873906776565,30,-0.5455078125,4.313818359375,-8.728125,24.5452880859375,2.29644775390625,-1.82647705078125
1.25,59.6954089125,5.055299727175283,30,0.6107055664062501,4.679882812500001,-9.219201660156251,22.2381591796875,1.1962890625,0.25634765625
1.3333333333333333,59.391198675,5.073888481836184,30,-0.61549072265625,4.2605834960937505,-9.07923583984375,12.29400634765625,-42.3187255859375,-14.10980224609375
1.4166666666666667,59.34439709999999,5.0894441832009685,30,-1.1466430664062501,4.04046630859375,-8.4350341796875,12.860107421875,-43.16253662109375,-6.1309814453125
1.5,58.75937741249999,5.108189449823696,30,-1.5874755859375,4.027905273437501,-8.935083007812501,18.88427734375,-21.88568115234375,-2.99072265625
1.5833333333333333,58.080754575,5.108189449823696,30,-1.1448486328125,3.7856567382812503,-9.02420654296875,15.19927978515625,-21.69342041015625,-0.811767578125
1.6666666666666667,58.221159300000004,5.1207340060104904,30,-1.8662109375000002,3.8502563476562504,-8.80408935546875,-7.1563720703125,3.83453369140625,-16.78009033203125
1.75,58.150956937500005,5.127020641331325,30,-1.5342407226562502,4.09788818359375,-8.734704589843751,-5.7464599609375,16.71600341796875,-3.2684326171875
1.8333333333333333,58.197758512499995,5.142779222085091,30,-0.7979248046875,4.0470458984375,-9.120507812500001,-6.80389404296875,22.01385498046875,7.2845458984375
1.9166666666666667,58.4317663875,5.158597975270488,30,-0.24165039062500002,4.16368408203125,-8.6671142578125,-11.2579345703125,8.673095703125,11.22589111328125
2,58.6657742625,5.171296456340125,30,-0.57362060546875,4.1786376953125,-8.46793212890625,-7.3486328125,10.99090576171875,4.229736328125
2.0833333333333335,59.3209963125,5.168118205493401,30,0.2524169921875,4.443615722656251,-8.6072998046875,-11.407470703125,13.4368896484375,7.48748779296875
2.1666666666666665,59.88261521249999,5.184033712838991,30,-0.20277099609375002,4.8886352539062505,-8.174243164062501,-9.51690673828125,-18.927001953125,0.82244873046875
2.25,60.420833325,5.184033712838991,30,0.0035888671875000003,4.512402343750001,-8.362658691406251,13.81072998046875,-25.20751953125,3.7384033203125
2.3333333333333335,60.7250435625,5.1904169188611045,30,-1.00966796875,3.8933227539062503,-8.485278320312501,21.2982177734375,-6.88934326171875,-13.85345458984375
2.4166666666666665,59.391198675,5.209625026096584,30,-0.753662109375,4.13018798828125,-8.92252197265625,26.77764892578125,-20.13397216796875,2.23236083984375
2.5,56.7469096875,5.209625026096584,30,-0.8960205078125001,4.37841796875,-8.856127929687501,21.832275390625,-15.64788818359375,6.26983642578125
2.5833333333333335,55.4832671625,5.219262071956488,30,-0.48868408203125,3.6965332031250004,-8.7747802734375,13.3941650390625,-24.70550537109375,7.55157470703125
2.6666666666666665,56.46610023749999,5.225699022735336,30,-0.46954345703125006,4.304248046875,-9.2174072265625,8.17108154296875,-11.0015869140625,-5.0201416015625
2.75,61.403666400000006,5.238602400115234,30,-1.5133056640625,3.3358520507812504,-8.93328857421875,-24.17144775390625,-11.90948486328125,-38.99688720703125
2.8333333333333335,63.041721524999986,5.245068856702986,30,-1.5515869140625,3.7707031250000003,-8.320788574218751,-14.51568603515625,-17.03643798828125,-2.83050537109375
2.9166666666666665,62.15249159999998,5.261278191765112,30,-1.2004760742187501,3.68636474609375,-8.3991455078125,2.74505615234375,-14.00299072265625,14.60113525390625
3,61.63767427499999,5.27429021186717,30,-0.8541503906250001,3.9471557617187503,-9.03916015625,20.4010009765625,-23.89373779296875,15.0390625
3.0833333333333335,60.795245924999996,5.290611125505006,30,-1.44093017578125,3.70430908203125,-8.67608642578125,11.0870361328125,-27.26898193359375,4.98809814453125
3.1666666666666665,59.9294167875,5.300433571905141,30,-1.20526123046875,3.8305175781250003,-8.902185058593751,7.95745849609375,-5.9173583984375,7.6904296875
3.25,59.5550041875,5.313565154863824,30,-1.4702392578125,3.7892456054687504,-9.041552734375001,1.2176513671875,3.5888671875,-6.56890869140625
3.3333333333333335,58.852980562499994,5.323440149657753,30,-1.1310913085937502,3.70909423828125,-8.766406250000001,-2.606201171875,10.47821044921875,-8.3740234375
3.4166666666666665,58.197758512499995,5.336641984319968,30,-1.6371215820312501,3.9322021484375003,-8.95362548828125,-2.99072265625,18.74542236328125,-16.49169921875
3.5,57.706341975,5.339948737002855,30,-0.7434936523437501,3.6690185546875003,-8.665917968750001,-3.64227294921875,20.2301025390625,-1.14288330078125
3.5833333333333335,57.214925437499986,5.353200981439022,30,-0.366064453125,3.9046875,-9.062487792968751,-15.80810546875,7.87200927734375,-8.4381103515625
3.6666666666666665,57.214925437499986,5.363166714072077,30,-0.87867431640625,4.12420654296875,-8.48468017578125,-20.9564208984375,8.06427001953125,-9.30328369140625
3.75,57.07452071249999,5.369823207292791,30,-0.9008056640625001,4.3197998046875,-8.42127685546875,-12.40081787109375,-6.8572998046875,0.56610107421875
3.8333333333333335,56.3724970875,5.379826992995147,30,-0.160302734375,4.270153808593751,-8.63720703125,-2.734375,-10.16845703125,6.59027099609375
3.9166666666666665,54.85144589999999,5.386508903313345,30,-0.65018310546875,4.461560058593751,-8.350695800781251,-5.255126953125,8.53424072265625,-8.1390380859375
4,53.5410018,5.396550887386522,30,-0.6765014648437501,4.6703125000000005,-8.285498046875,10.296630859375,-1.068115234375,2.13623046875
